,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1403679371798355972,1403679371798355968,2021-06-12 18:43:35+07:00,2021-06-12,18:43:35,700,797815172299517953,azzizzahnur,Azizah Nur,,Kadrun goblokna g ada duanya 😛#PresidenLanggarKonstitusi,in,[],[],[],0,1,2,['presidenlanggarkonstitusi'],[],https://twitter.com/AzzizzahNur/status/1403679371798355972,False,,0,,,,,,,,[],,,,
11,1403679351678271492,1403679351678271488,2021-06-12 18:43:31+07:00,2021-06-12,18:43:31,700,1294337878336520197,restutu13,tu,,"Indonesia sedang tidak sehat presiden tidak bisa bergerak banyak karena ditekan oleh para elit korup. Banyak cara untuk dilakukan oleh elit korup. Yg kaya makin kaya, yang miskin makin miskin #PresidenLanggarKonstitusi #indonesiasedangtidaksehat",in,[],[],[],0,0,0,"['presidenlanggarkonstitusi', 'indonesiasedangtidaksehat']",[],https://twitter.com/restutu13/status/1403679351678271492,False,,0,,,,,,,,[],,,,
12,1403679263119773702,1403679263119773696,2021-06-12 18:43:10+07:00,2021-06-12,18:43:10,700,1219877313107464194,lynsora1,lyn sora,,D o l l #PresidenLanggarKonstitusi,en,[],[],[],0,0,0,['presidenlanggarkonstitusi'],[],https://twitter.com/lynsora1/status/1403679263119773702,False,,0,,,,,,,,[],,,,
13,1403679112229621764,1403596377288974336,2021-06-12 18:42:34+07:00,2021-06-12,18:42:34,700,1402258798618816520,gotham_cty0,Gotham,,"@brigthrita @Rajawali_Xlp34 Untuk mereka semua g harus j3las #PresidenLanggarKonstitusi #PresidenLanggarKonstitusi Abu2in aja...betengkar,saling goreng isu Raib dah duitnya🤣🤣",in,[],[],[],0,0,0,"['presidenlanggarkonstitusi', 'presidenlanggarkonstitusi']",[],https://twitter.com/Gotham_cty0/status/1403679112229621764,False,,0,,,,,,,,"[{'screen_name': 'brigthrita', 'name': 'Brigthrita.....Bismillah.....', 'id': '1301920874426060802'}, {'screen_name': 'Rajawali_Xlp34', 'name': 'Jack Piliang', 'id': '1335539032458108928'}]",,,,
14,1403678884877328389,1403678884877328384,2021-06-12 18:41:39+07:00,2021-06-12,18:41:39,700,1240775034450235394,korban_rezim,🇮🇩🇮🇩🇮🇩Korban_Rezim🇮🇩🇮🇩🇮🇩,,"P @aniesbaswedan Presiden Sesungguhnya !!👍👍 Membahagiakan Petani Bukan Mempajaki Petani Melalui Pajak Sembako !!  ""Anies Baswedan bersama Bupati Sumedang melakukan panen raya persawahan Desa Mekarwangi, Kabupaten Sumedang.""  #PresidenLanggarKonstitusi  https://t.co/MZwpdk1ciI",in,"[{'screen_name': 'aniesbaswedan', 'name': 'anies baswedan', 'id': '110312278'}]",['https://nusantara.rmol.id/read/2021/06/12/491829/pak-anies-sejahterakan-petani-saat-sembako-mau-dipajaki-jokowi'],[],0,1,1,['presidenlanggarkonstitusi'],[],https://twitter.com/Korban_Rezim/status/1403678884877328389,False,,0,,,,,,,,[],,,,
15,1403678657462235139,1403678657462235136,2021-06-12 18:40:45+07:00,2021-06-12,18:40:45,700,485796710,_adityudhistira,Aditya Yudhistira,,Lagi rame yak.. 🤣  #PresidenLanggarKonstitusi  https://t.co/ddrRNwEHdK,in,[],[],['https://pbs.twimg.com/media/E3reS-iUcAMtvui.jpg'],0,1,1,['presidenlanggarkonstitusi'],[],https://twitter.com/_AditYudhistira/status/1403678657462235139,False,,1,https://pbs.twimg.com/media/E3reS-iUcAMtvui.jpg,,,,,,,[],,,,
16,1403678221825019906,1403604343136284672,2021-06-12 18:39:01+07:00,2021-06-12,18:39:01,700,1384638928204963843,ulamaaswaja,Pecinta Ulama Aswaja,,@IrutPagut Tiada yg bisa bantah hal ini...Mmg luar biasa Kepemimpinan Beliau... #PresidenLanggarKonstitusi  #PresidenLanggarKonstitusi,in,[],[],[],0,1,0,"['presidenlanggarkonstitusi', 'presidenlanggarkonstitusi']",[],https://twitter.com/UlamaAswaja/status/1403678221825019906,False,,0,,,,,,,,"[{'screen_name': 'IrutPagut', 'name': 'PAGUT IRUT', 'id': '1250780684823588864'}]",,,,
17,1403678096033599488,1403678096033599488,2021-06-12 18:38:31+07:00,2021-06-12,18:38:31,700,1145598459140952064,aziz_channel,Emaaaaaak hyang kawiin,,Kok entah ada dimana #PresidenLanggarKonstitusi,in,[],[],[],0,1,0,['presidenlanggarkonstitusi'],[],https://twitter.com/aziz_channel/status/1403678096033599488,False,,0,,,,,,,,[],,,,
18,1403677826482462721,1403677826482462720,2021-06-12 18:37:27+07:00,2021-06-12,18:37:27,700,1384638928204963843,ulamaaswaja,Pecinta Ulama Aswaja,,"🤣🤣🤣🤣🤣,artinya Nyebongnya gagal total........ngk menghasilkan🤣🤣 Dah jelas junjungannya ndk ada prestasi masih saja disanjung setinggi langit...rasain tu nasib... #PresidenLanggarKonstitusi  #PresidenLanggarKonstitusi",in,[],[],[],0,1,0,"['presidenlanggarkonstitusi', 'presidenlanggarkonstitusi']",[],https://twitter.com/UlamaAswaja/status/1403677826482462721,False,https://twitter.com/Anonymous_2024/status/1403640431783464964,0,,,,,,,,[],,,,
19,1403677797462147075,1403677797462147072,2021-06-12 18:37:20+07:00,2021-06-12,18:37:20,700,1077018868319547392,mukhamadrozali,Me,,Masih nunggu WhatsApp dari Bella dan Minerva  Heleh ini nih yang harus kamu tau kamu di bohongin sama Atta lebih kejam lagi #PresidenLanggarKonstitusi    https://t.co/ENmK3u21lu,in,[],['https://haloyouth.pikiran-rakyat.com/olahraga/pr-602044777/pssi-sebut-ahha-ps-pati-fc-ilegal-yunus-club-tersebut-tidak-terdaftar'],[],0,1,0,['presidenlanggarkonstitusi'],[],https://twitter.com/MukhamadRozali/status/1403677797462147075,False,,0,,,,,,,,[],,,,
20,1403677708308029442,1403677708308029440,2021-06-12 18:36:59+07:00,2021-06-12,18:36:59,700,1240775034450235394,korban_rezim,🇮🇩🇮🇩🇮🇩Korban_Rezim🇮🇩🇮🇩🇮🇩,,"Klaim Rezim Ini Katanya Rezim Orba Kejam !! Rezim Orba Ga Ada Bikin Pajak Pendidikan Malah Wajib Belajar 9 Tahun Gratis..😜😷  ""Perpajakan akan mematikan lembaga2 pendidikan yang selama ini banyak membantu rakyat kecil,""  #PresidenLanggarKonstitusi  https://t.co/sQ0EadnPEK",in,[],['https://nasional.tempo.co/read/1471726/pbnu-dan-muhammadiyah-kompak-tolak-rencana-pajak-sekolah'],[],0,2,1,['presidenlanggarkonstitusi'],[],https://twitter.com/Korban_Rezim/status/1403677708308029442,False,,0,,,,,,,,[],,,,
21,1403677176570941447,1403677176570941440,2021-06-12 18:34:52+07:00,2021-06-12,18:34:52,700,415913788,ibnxine,Al Chemist Al Jabbar Ibn Xine,,"Memang mendaratnya gitu dia, mundur. #PresidenLanggarKonstitusi",in,[],[],[],0,1,1,['presidenlanggarkonstitusi'],[],https://twitter.com/Ibnxine/status/1403677176570941447,False,https://twitter.com/lembahpring/status/1403423755322347521,0,,,,,,,,[],,,,
22,1403677121638068233,1403677121638068224,2021-06-12 18:34:39+07:00,2021-06-12,18:34:39,700,1240775034450235394,korban_rezim,🇮🇩🇮🇩🇮🇩Korban_Rezim🇮🇩🇮🇩🇮🇩,,"Ga Ada Yg Percaya Pak Presiden !! Amerika Melarang Warganya Ke +62 Karena Covid-19 Dan Teroris..😊  Jokowi : ""Kita tunjukkan pada dunia bahwa Bali adalah destinasi wisata yang sangat aman untuk dikunjungi,""   #PresidenLanggarKonstitusi  https://t.co/JPy4PQnQzo",in,[],['https://nasional.tempo.co/read/1471796/jokowi-kita-tunjukkan-pada-dunia-bali-destinasi-wisata-yang-sangat-aman-dikunjungi'],[],0,2,2,['presidenlanggarkonstitusi'],[],https://twitter.com/Korban_Rezim/status/1403677121638068233,False,,0,,,,,,,,[],,,,
23,1403676915848728577,1403676915848728576,2021-06-12 18:33:50+07:00,2021-06-12,18:33:50,700,415913788,ibnxine,Al Chemist Al Jabbar Ibn Xine,,"Murah itu. Memang harga sepatu sport seharga itu. Akarnya kan bukan semata pungli, pekerjaan tidak ada. #PresidenLanggarKonstitusi",in,[],[],[],0,1,1,['presidenlanggarkonstitusi'],[],https://twitter.com/Ibnxine/status/1403676915848728577,False,https://twitter.com/tribunnews/status/1403676523375206404,0,,,,,,,,[],,,,
24,1403676826023591936,1403676826023591936,2021-06-12 18:33:29+07:00,2021-06-12,18:33:29,700,1240775034450235394,korban_rezim,🇮🇩🇮🇩🇮🇩Korban_Rezim🇮🇩🇮🇩🇮🇩,,"Menterinya Korupsi Bansos Covid Tapi Rakyat Di Pajak !! Di Mana Moralnya ?  APPSI, Ferry Juliantono : ""Kalau sekarang ini kelihatan motifnya ngejar setoran, kemudian udah lah mana yang lebih cepat dari pengenaan pajak ini,""  #PresidenLanggarKonstitusi  https://t.co/bgfsiD37tf",in,[],['https://www.gelora.co/2021/06/pajak-kebutuhan-pokok-bukti-negara.html?m=1'],[],0,5,3,['presidenlanggarkonstitusi'],[],https://twitter.com/Korban_Rezim/status/1403676826023591936,False,,0,,,,,,,,[],,,,
25,1403676713603670016,1403676713603670016,2021-06-12 18:33:02+07:00,2021-06-12,18:33:02,700,1392775490432163843,awan83468403,Awan,,Sepertinya?#PresidenLanggarKonstitusi,in,[],[],[],0,1,0,['presidenlanggarkonstitusi'],[],https://twitter.com/Awan83468403/status/1403676713603670016,False,,0,,,,,,,,[],,,,
26,1403676580489039874,1403466637861261312,2021-06-12 18:32:30+07:00,2021-06-12,18:32:30,700,1355501823864561668,hendra24777329,🇵🇸#PerangiKedzolimanMereka🇵🇸,,@Dinosaurus_2021 @Pasopati5151 @zahkhan25_70127 @ardianKobe @Syareef92450772 @pion_praponco @KilatSecepat @prince_efel @maulana00454021 @FaqirPrana @QKhalita @hartono_mulyadi @A7i2s @Selene5758 Ke Adilan cuma untuk pendukung mereka Oposisi di penjara di racun dan di tembak #PresidenLanggarKonstitusi  #PresidenLanggarKonstitusi,in,[],[],[],0,1,1,"['presidenlanggarkonstitusi', 'presidenlanggarkonstitusi']",[],https://twitter.com/Hendra24777329/status/1403676580489039874,False,,0,,,,,,,,"[{'screen_name': 'Dinosaurus_2021', 'name': 'JatayuBack', 'id': '1345926626689777664'}, {'screen_name': 'Pasopati5151', 'name': 'PASOPATI5151', 'id': '1310665217290821632'}, {'screen_name': 'zahkhan25_70127', 'name': 'hamzah 25', 'id': '2720556281'}, {'screen_name': 'ardianKobe', 'name': 'ardiankobe.313', 'id': '453717251'}, {'screen_name': 'Syareef92450772', 'name': 'Syareef', 'id': '1371630431947264001'}, {'screen_name': 'pion_praponco', 'name': 'PionPraponco', 'id': '1123472062679535616'}, {'screen_name': 'KilatSecepat', 'name': 'KEGELAPAN = KEHANCURAN DEMOKRASI', 'id': '1321987797775917056'}, {'screen_name': 'prince_efel', 'name': 'Dt.Rajo Dilangik.', 'id': '1088448122961813504'}, {'screen_name': 'maulana00454021', 'name': 'maulana🇮🇩🇯🇴🇹🇷', 'id': '2577956802'}, {'screen_name': 'FaqirPrana', 'name': 'Prana Al-Faqir 🇵🇸 🇮🇩 🇹🇷', 'id': '1390247368671391744'}, {'screen_name': 'QKhalita', 'name': 'QueenKhalita🤎', 'id': '1364716516751544321'}, {'screen_name': 'hartono_mulyadi', 'name': 'Mulyadi Hartono', 'id': '417204032'}, {'screen_name': 'A7i2s', 'name': 'AB3_Y', 'id': '1399601393174863877'}, {'screen_name': 'Selene5758', 'name': 'Selene', 'id': '1340585734340669440'}]",,,,
27,1403676507994656770,1403676507994656768,2021-06-12 18:32:13+07:00,2021-06-12,18:32:13,700,415913788,ibnxine,Al Chemist Al Jabbar Ibn Xine,,Di Palestina setiap saat terjadi aparteid dan rasisme seperti ini. Dunia bungkam dan tutup mata. Percuma Black Lives Matter jika seperti ini. #PresidenLanggarKonstitusi  #PresidenLanggarKonstitusi,in,[],[],[],0,1,0,"['presidenlanggarkonstitusi', 'presidenlanggarkonstitusi']",[],https://twitter.com/Ibnxine/status/1403676507994656770,False,https://twitter.com/tempodotco/status/1403615448130748417,0,,,,,,,,[],,,,
28,1403676250107879428,1403676250107879424,2021-06-12 18:31:11+07:00,2021-06-12,18:31:11,700,906249888,auliabrow,PELURU,,"#PresidenLanggarKonstitusi Dari tahun ke tahun aku semakin sadar kenapa leluhurku tidak mau naik dikapal ini, dan memilih membangun kapalnya sediri.",in,[],[],[],0,1,0,['presidenlanggarkonstitusi'],[],https://twitter.com/auliabrow/status/1403676250107879428,False,,0,,,,,,,,[],,,,
29,1403676008255868934,1403676008255868928,2021-06-12 18:30:14+07:00,2021-06-12,18:30:14,700,1240775034450235394,korban_rezim,🇮🇩🇮🇩🇮🇩Korban_Rezim🇮🇩🇮🇩🇮🇩,,"Rakyat Di Peras Walaupun Pendemi Covid-19 !!  ""Jangan bawa Indonesia ini menjadi semakin menganut rezim ideologi liberalisme dan kapitalisme yang bertentangan dengan konstitusi, Pancasila, dan nilai2 luhur bangsa Indonesia,""  #PresidenLanggarKonstitusi  https://t.co/FTuF9CDq8A",in,[],['https://www.gelora.co/2021/06/tolak-sekolah-dipajaki-ketum.html?m=1'],[],0,4,5,['presidenlanggarkonstitusi'],[],https://twitter.com/Korban_Rezim/status/1403676008255868934,False,,0,,,,,,,,[],,,,
